1/20/09 12:34,Product1,1200,Mastercard,Anastasia,NYC                         ,NY,United States,1/20/09 12:17,1/20/09 12:55,40.71417,-74.00639
1/20/09 3:51,Product1,1200,Visa,Elizabeth,The Grange,Queensland,Australia,11/12/08 3:34,1/20/09 13:11,-24.8166667,152.4166667
